Data,Kategoria,Wiek_Klienta,Wartosc_Zamowienia,Typ_Urzadzenia,Ocena_Produktu
2025-01-12,Akcesoria,53,161.76,Desktop,4
2025-04-05,Smartfony,27,2197.46,Mobile,4
2025-10-29,Audio,51,688.97,Desktop,3
2025-09-10,Smartfony,39,2112.96,Mobile,5
2025-08-30,Laptopy,45,3384.71,Mobile,4
2025-02-04,Audio,31,531.85,Mobile,4
2025-08-03,Laptopy,37,3714.48,Mobile,5
2025-12-03,Akcesoria,36,136.528,Mobile,4
2025-03-31,Laptopy,36,2649.43,Mobile,5
2025-09-21,Smartfony,32,2165.33,Mobile,5
2025-04-03,Audio,41,528.13,Mobile,5
2025-03-31,Laptopy,35,3675.64,Mobile,4
2025-04-25,Audio,25,676.34,Desktop,5
2025-04-15,Smartfony,24,2252.37,Mobile,5
2025-07-15,Smartfony,26,3031.63,Desktop,5
2025-11-10,Smartfony,28,3942.904,Desktop,2
2025-04-24,Akcesoria,20,195.2,Desktop,4
2025-03-16,Laptopy,44,3670.79,Mobile,5
2025-08-05,Audio,27,752.82,Desktop,4
2025-10-04,Laptopy,53,3627.54,Mobile,5
2025-09-06,Audio,46,666.22,Mobile,5
2025-06-13,Smartfony,21,2399.1,Mobile,5
2025-12-23,Audio,51,967.0079999999999,Desktop,1
2025-07-11,Akcesoria,30,147.31,Mobile,5
2025-08-15,Akcesoria,18,110.44,Mobile,3
2025-06-26,Akcesoria,51,181.79,Desktop,4
2025-04-09,Akcesoria,46,184.79,Desktop,3
2025-02-05,Akcesoria,30,136.97,Mobile,5
2025-04-06,Smartfony,24,2166.56,Mobile,4
2025-06-01,Smartfony,36,2746.93,Desktop,4
2025-05-31,Audio,46,492.64,Mobile,5
2025-07-09,Akcesoria,56,136.53,Mobile,4
2025-08-12,Akcesoria,41,118.3,Mobile,4
2025-02-06,Laptopy,34,5508.07,Desktop,2
2025-09-25,Smartfony,28,2339.78,Desktop,5
2025-07-02,Smartfony,30,2919.14,Desktop,4
2025-01-13,Akcesoria,24,181.66,Desktop,4
2025-10-06,Laptopy,40,3802.97,Mobile,4
2025-08-05,Smartfony,28,2021.02,Mobile,5
2025-12-21,Laptopy,52,5675.208,Mobile,5
2025-12-27,Smartfony,27,2662.156,Mobile,5
2025-10-13,Akcesoria,20,126.51,Mobile,5
2025-09-30,Smartfony,30,3155.19,Desktop,2
2025-03-03,Akcesoria,32,195.6,Desktop,2
2025-03-25,Laptopy,39,4238.4,Desktop,1
2025-08-05,Laptopy,44,4658.01,Mobile,4
2025-12-08,Smartfony,28,3885.882,Desktop,2
2025-07-06,Smartfony,27,2671.95,Desktop,3
2025-01-19,Laptopy,49,3801.09,Mobile,4
2025-06-26,Laptopy,50,4660.68,Desktop,5
2025-04-10,Akcesoria,18,127.56,Mobile,5
2025-08-21,Smartfony,31,2398.91,Mobile,5
2025-03-17,Akcesoria,58,112.09,Mobile,5
2025-09-22,Audio,58,437.87,Mobile,4
2025-10-11,Akcesoria,24,126.04,Mobile,5
2025-07-25,Smartfony,24,3269.48,Desktop,3
2025-08-11,Laptopy,31,4578.38,Desktop,4
2025-02-21,Smartfony,23,3399.79,Desktop,3
2025-12-05,Smartfony,20,4620.349999999999,Desktop,5
2025-05-24,Audio,47,556.98,Mobile,4
2025-03-10,Smartfony,24,3084.93,Desktop,3
2025-04-09,Laptopy,34,3712.8,Mobile,5
2025-01-25,Akcesoria,25,137.4,Mobile,3
2025-02-22,Akcesoria,39,129.51,Mobile,5
2025-05-31,Akcesoria,23,131.25,Mobile,5
2025-05-24,Smartfony,20,1982.51,Mobile,5
2025-02-26,Laptopy,48,2715.98,Mobile,5
2025-02-08,Akcesoria,53,151.56,Mobile,5
2025-04-19,Smartfony,18,3039.31,Desktop,2
2025-06-30,Laptopy,43,3602.48,Mobile,5
2025-02-11,Smartfony,32,2349.61,Mobile,5
2025-07-05,Smartfony,24,2042.9,Mobile,5
2025-08-11,Laptopy,44,4399.58,Desktop,2
2025-05-02,Smartfony,26,2179.08,Mobile,5
2025-05-13,Akcesoria,37,155.52,Mobile,5
2025-06-12,Akcesoria,46,117.47,Mobile,5
2025-08-03,Akcesoria,59,95.59,Mobile,5
2025-08-09,Smartfony,25,2119.65,Mobile,3
2025-08-23,Smartfony,18,2535.67,Mobile,4
2025-11-27,Smartfony,20,2543.604,Mobile,5
2025-05-26,Akcesoria,31,117.3,Mobile,5
2025-08-27,Akcesoria,57,138.95,Mobile,5
2025-03-17,Smartfony,23,3642.48,Desktop,2
2025-01-09,Audio,28,458.51,Mobile,5
2025-03-15,Smartfony,21,1900.77,Mobile,5
2025-09-10,Akcesoria,48,140.08,Mobile,5
2025-08-18,Akcesoria,49,198.07,Desktop,4
2025-01-07,Audio,44,502.55,Mobile,4
2025-06-23,Akcesoria,47,110.68,Mobile,5
2025-05-21,Akcesoria,19,186.51,Desktop,2
2025-06-17,Laptopy,40,3845.94,Mobile,5
2025-06-19,Akcesoria,45,161.68,Mobile,4
2025-10-10,Smartfony,37,2414.24,Mobile,5
2025-05-02,Audio,48,769.68,Desktop,4
2025-07-13,Akcesoria,51,131.07,Mobile,5
2025-01-05,Akcesoria,32,216.62,Desktop,4
2025-01-29,Laptopy,42,4640.74,Desktop,4
2025-06-14,Akcesoria,26,125.82,Mobile,4
2025-12-05,Akcesoria,54,226.99599999999995,Mobile,4
2025-05-16,Akcesoria,56,112.89,Mobile,4
2025-12-31,Smartfony,21,2503.41,Mobile,5
2025-11-17,Smartfony,31,3191.8459999999995,Mobile,3
2025-12-08,Smartfony,29,4199.398,Desktop,4
2025-05-25,Smartfony,20,2943.03,Desktop,5
2025-11-23,Audio,45,1091.4959999999999,Desktop,5
2025-08-05,Smartfony,34,2022.95,Mobile,5
2025-10-28,Audio,26,723.85,Desktop,4
2025-05-12,Laptopy,32,4655.96,Desktop,2
2025-10-19,Smartfony,18,2777.2,Desktop,4
2025-03-11,Akcesoria,34,134.07,Mobile,5
2025-09-09,Akcesoria,33,192.79,Desktop,3
2025-10-02,Laptopy,46,4448.23,Mobile,5
2025-12-30,Akcesoria,43,201.166,Mobile,5
2025-07-01,Akcesoria,53,97.34,Mobile,5
2025-06-16,Smartfony,33,2990.46,Desktop,3
2025-04-01,Audio,59,722.99,Desktop,4
2025-07-21,Audio,54,596.17,Mobile,4
2025-12-12,Akcesoria,39,192.87800000000001,Mobile,4
2025-01-19,Smartfony,20,2563.27,Mobile,5
2025-02-08,Akcesoria,30,140.88,Mobile,5
2025-05-06,Smartfony,31,2639.7,Mobile,5
2025-06-22,Smartfony,20,2140.31,Mobile,3
2025-05-21,Smartfony,34,3036.09,Desktop,5
2025-08-30,Laptopy,31,3930.66,Mobile,5
2025-08-08,Audio,19,505.67,Mobile,4
2025-05-06,Akcesoria,47,123.15,Mobile,5
2025-02-27,Akcesoria,47,170.56,Desktop,2
2025-05-28,Laptopy,44,4500.31,Desktop,5
2025-11-13,Laptopy,42,7012.628000000001,Desktop,4
2025-12-27,Laptopy,49,4012.5119999999997,Mobile,4
2025-01-01,Audio,32,446.64,Mobile,4
2025-12-14,Smartfony,37,3801.966,Mobile,4
2025-07-09,Audio,29,676.49,Desktop,2
2025-07-10,Akcesoria,43,183.0,Desktop,4
2025-11-08,Laptopy,53,5886.076,Desktop,5
2025-04-27,Akcesoria,40,181.41,Desktop,1
2025-05-14,Laptopy,50,4512.4,Desktop,1
2025-02-27,Audio,55,446.21,Mobile,5
2025-02-13,Audio,20,800.22,Desktop,5
2025-06-22,Laptopy,46,4073.03,Mobile,4
2025-06-09,Smartfony,26,2223.16,Mobile,4
2025-06-22,Akcesoria,18,149.99,Mobile,5
2025-11-13,Audio,47,915.88,Mobile,4
2025-10-30,Smartfony,28,2438.52,Mobile,3
2025-05-29,Akcesoria,49,142.2,Mobile,5
2025-03-21,Akcesoria,45,137.98,Mobile,5
2025-08-01,Akcesoria,38,144.74,Mobile,5
2025-07-22,Smartfony,18,2159.02,Mobile,5
2025-09-09,Akcesoria,53,130.85,Mobile,5
2025-08-17,Audio,24,567.05,Mobile,4
2025-06-13,Smartfony,29,2131.53,Mobile,4
2025-08-15,Smartfony,30,2908.55,Desktop,2
2025-05-27,Audio,32,720.01,Desktop,2
2025-01-20,Smartfony,18,3287.65,Desktop,4
2025-02-16,Audio,32,652.04,Desktop,5
2025-08-21,Laptopy,47,3903.67,Mobile,5
2025-11-01,Smartfony,29,4477.129999999999,Desktop,4
2025-01-14,Audio,23,587.15,Mobile,4
2025-05-23,Laptopy,47,3277.3,Mobile,4
2025-01-01,Akcesoria,37,154.61,Desktop,5
2025-02-23,Laptopy,47,3823.88,Mobile,5
2025-09-16,Akcesoria,29,182.81,Desktop,4
2025-05-24,Smartfony,22,3251.09,Desktop,5
2025-01-12,Laptopy,37,4519.79,Desktop,4
2025-11-26,Audio,54,1071.854,Desktop,5
2025-08-12,Smartfony,23,2513.6,Mobile,3
2025-09-29,Akcesoria,22,133.57,Mobile,5
2025-12-24,Laptopy,45,5273.478,Mobile,5
2025-06-05,Akcesoria,23,140.73,Mobile,4
2025-01-08,Smartfony,18,2794.63,Desktop,4
2025-05-02,Audio,57,751.87,Desktop,3
2025-12-14,Laptopy,39,7628.599999999999,Desktop,5
2025-06-13,Smartfony,22,2255.55,Mobile,3
2025-03-31,Smartfony,34,1884.77,Mobile,5
2025-05-16,Smartfony,20,2078.19,Mobile,4
2025-07-05,Akcesoria,25,108.31,Mobile,5
2025-11-12,Laptopy,44,7442.54,Desktop,3
2025-06-27,Akcesoria,28,146.46,Mobile,4
2025-01-28,Laptopy,46,3399.45,Mobile,5
2025-08-08,Smartfony,30,1895.49,Mobile,5
2025-12-23,Akcesoria,55,234.49999999999997,Desktop,3
2025-02-10,Akcesoria,44,170.43,Desktop,2
2025-08-16,Smartfony,29,2277.35,Mobile,5
2025-07-11,Smartfony,28,2268.94,Mobile,5
2025-05-25,Smartfony,18,2585.36,Mobile,5
2025-07-20,Akcesoria,28,124.61,Mobile,4
2025-07-31,Akcesoria,38,157.38,Desktop,4
2025-08-08,Laptopy,40,4337.21,Desktop,3
2025-08-28,Akcesoria,28,134.65,Mobile,4
2025-02-15,Akcesoria,47,124.07,Mobile,5
2025-02-04,Akcesoria,52,175.62,Desktop,4
2025-09-10,Audio,39,512.76,Mobile,5
2025-03-23,Smartfony,33,3247.56,Desktop,3
2025-09-13,Smartfony,28,2103.26,Mobile,5
2025-07-16,Smartfony,31,2155.66,Mobile,5
2025-10-30,Smartfony,37,2429.32,Mobile,5
2025-01-10,Akcesoria,33,126.53,Mobile,4
2025-11-08,Audio,22,1043.5459999999998,Desktop,3
2025-10-13,Smartfony,26,2332.87,Mobile,4
2025-08-30,Smartfony,31,2285.44,Mobile,5
2025-09-08,Laptopy,43,3146.24,Mobile,4
2025-12-31,Audio,36,859.3059999999999,Mobile,5
2025-01-05,Laptopy,42,4488.27,Mobile,4
2025-04-29,Akcesoria,19,135.13,Mobile,5
2025-10-16,Smartfony,20,2738.41,Desktop,2
2025-03-06,Smartfony,34,2257.28,Mobile,5
2025-05-26,Audio,37,599.39,Mobile,5
2025-08-12,Audio,36,683.09,Desktop,3
2025-08-27,Smartfony,23,2217.78,Mobile,5
2025-06-26,Audio,51,740.44,Desktop,4
2025-09-24,Akcesoria,45,153.05,Mobile,5
2025-12-07,Audio,22,1073.1419999999998,Desktop,4
2025-10-09,Laptopy,49,5126.75,Desktop,3
2025-03-04,Akcesoria,22,173.61,Desktop,3
2025-08-05,Laptopy,50,4960.77,Desktop,3
2025-12-08,Akcesoria,37,173.838,Mobile,3
2025-11-11,Smartfony,28,4495.932,Desktop,2
2025-10-10,Smartfony,25,2537.8,Mobile,4
2025-06-26,Laptopy,47,3821.35,Mobile,5
2025-04-08,Akcesoria,49,129.49,Mobile,5
2025-04-15,Smartfony,36,2199.07,Mobile,4
2025-04-09,Akcesoria,35,162.1,Mobile,4
2025-11-07,Audio,40,726.544,Mobile,5
2025-01-06,Smartfony,21,2512.5,Mobile,4
2025-07-16,Akcesoria,28,185.08,Desktop,2
2025-12-17,Laptopy,42,6532.89,Desktop,3
2025-05-13,Audio,58,459.32,Mobile,5
2025-12-24,Smartfony,18,3224.06,Mobile,5
2025-09-16,Akcesoria,42,136.37,Mobile,4
2025-01-23,Akcesoria,58,162.1,Mobile,5
2025-02-22,Audio,27,488.39,Mobile,5
2025-06-14,Akcesoria,39,169.42,Mobile,5
2025-07-21,Laptopy,45,3751.52,Mobile,5
2025-03-24,Akcesoria,21,185.67,Desktop,4
2025-05-25,Audio,18,504.42,Mobile,4
2025-03-26,Akcesoria,32,139.72,Mobile,3
2025-03-19,Smartfony,18,2368.26,Mobile,5
2025-01-01,Audio,57,596.24,Mobile,5
2025-02-20,Akcesoria,29,120.33,Mobile,5
2025-06-22,Akcesoria,39,201.1,Desktop,5
2025-07-24,Smartfony,36,2340.35,Mobile,5
2025-09-17,Akcesoria,46,144.12,Mobile,4
2025-10-15,Laptopy,37,4711.62,Desktop,4
2025-02-03,Akcesoria,31,166.08,Desktop,4
2025-12-14,Smartfony,26,4225.451999999999,Desktop,5
2025-04-05,Akcesoria,50,137.81,Mobile,5
2025-03-13,Audio,32,636.87,Desktop,4
2025-02-08,Smartfony,22,2448.32,Mobile,4
2025-06-03,Audio,29,599.79,Mobile,5
2025-09-07,Laptopy,57,3308.13,Mobile,4
2025-06-11,Audio,55,478.64,Mobile,5
2025-04-28,Akcesoria,20,130.46,Mobile,5
2025-09-16,Akcesoria,45,135.36,Mobile,4
2025-11-02,Akcesoria,43,246.45599999999996,Desktop,4
2025-09-25,Audio,47,716.34,Desktop,4
2025-02-23,Laptopy,38,4888.59,Desktop,4
2025-08-24,Laptopy,43,3052.69,Mobile,4
2025-08-10,Akcesoria,55,161.2,Desktop,5
2025-09-08,Akcesoria,19,94.17,Mobile,5
2025-11-09,Akcesoria,53,271.79599999999994,Desktop,5
2025-04-22,Akcesoria,43,135.23,Mobile,4
2025-09-12,Laptopy,49,5219.14,Desktop,5
2025-10-30,Akcesoria,28,117.93,Mobile,5
2025-07-26,Smartfony,18,3006.1,Desktop,3
2025-08-17,Akcesoria,39,183.22,Desktop,2
2025-12-07,Smartfony,31,2953.37,Mobile,4
2025-03-07,Laptopy,38,2978.63,Mobile,5
2025-03-16,Laptopy,43,5498.35,Desktop,4
2025-04-13,Laptopy,43,4159.71,Mobile,5
2025-07-11,Akcesoria,37,174.27,Desktop,3
2025-09-09,Laptopy,41,3804.09,Mobile,5
2025-08-14,Laptopy,32,3406.08,Mobile,3
2025-10-21,Smartfony,28,2001.15,Mobile,4
2025-11-02,Laptopy,47,6063.259999999999,Mobile,5
2025-04-08,Smartfony,20,2586.16,Desktop,2
2025-12-04,Smartfony,30,3050.0679999999998,Mobile,5
2025-10-13,Akcesoria,52,136.26,Mobile,4
2025-12-01,Akcesoria,37,223.678,Mobile,5
2025-12-13,Akcesoria,54,207.82999999999998,Mobile,5
2025-11-04,Laptopy,36,5783.54,Desktop,4
2025-09-06,Laptopy,44,4798.9,Desktop,2
2025-06-15,Audio,25,541.26,Mobile,3
2025-12-01,Akcesoria,32,247.19799999999998,Desktop,5
2025-01-30,Laptopy,48,5047.92,Desktop,3
2025-09-04,Smartfony,21,1897.72,Mobile,5
2025-04-16,Laptopy,40,4636.55,Desktop,5
2025-02-20,Laptopy,40,3791.53,Mobile,4
2025-03-22,Laptopy,36,3871.83,Mobile,4
2025-05-13,Akcesoria,24,182.24,Desktop,4
2025-10-12,Akcesoria,51,130.67,Mobile,5
2025-05-18,Akcesoria,37,178.2,Desktop,5
2025-07-03,Akcesoria,55,191.11,Desktop,4
2025-11-26,Akcesoria,41,189.71399999999997,Mobile,5
2025-09-30,Akcesoria,27,164.37,Desktop,2
2025-12-06,Audio,49,652.386,Mobile,5
2025-03-10,Smartfony,23,1877.59,Mobile,5
2025-02-03,Smartfony,23,3363.9,Desktop,3
2025-09-19,Smartfony,24,3201.87,Desktop,3
2025-02-22,Akcesoria,40,133.4,Mobile,4
2025-07-24,Audio,57,512.77,Mobile,4
2025-05-06,Smartfony,27,2856.52,Desktop,5
2025-08-23,Audio,28,785.59,Desktop,4
2025-02-12,Smartfony,18,3476.11,Desktop,2
2025-08-28,Audio,47,503.68,Mobile,4
2025-04-21,Laptopy,33,4055.37,Mobile,5
2025-09-06,Smartfony,18,2257.0,Mobile,5
2025-05-31,Laptopy,31,4715.03,Desktop,4
2025-07-02,Smartfony,30,2626.05,Mobile,4
2025-12-02,Smartfony,34,3146.444,Mobile,5
2025-04-05,Laptopy,41,4918.55,Desktop,5
2025-01-08,Akcesoria,27,138.72,Mobile,4
2025-12-26,Akcesoria,57,217.868,Desktop,2
2025-07-03,Laptopy,32,4915.36,Desktop,2
2025-10-08,Akcesoria,41,171.56,Desktop,2
2025-07-14,Akcesoria,52,113.68,Mobile,5
2025-12-18,Smartfony,24,2969.0079999999994,Mobile,5
2025-07-14,Laptopy,50,4589.84,Desktop,4
2025-06-04,Smartfony,24,3257.47,Desktop,5
2025-04-03,Smartfony,26,2734.05,Desktop,4
2025-06-09,Akcesoria,59,123.15,Mobile,5
2025-03-02,Smartfony,19,3058.85,Desktop,4
2025-05-02,Akcesoria,39,160.11,Desktop,3
2025-02-20,Akcesoria,30,170.11,Desktop,4
2025-10-04,Smartfony,18,2583.88,Desktop,4
2025-01-05,Akcesoria,42,193.8,Desktop,2
2025-04-02,Smartfony,35,2924.66,Desktop,4
2025-06-19,Audio,57,539.04,Mobile,5
2025-11-13,Laptopy,48,5552.96,Mobile,5
2025-01-22,Akcesoria,34,124.17,Mobile,5
2025-11-22,Akcesoria,32,182.44799999999998,Mobile,5
2025-01-01,Smartfony,26,1985.92,Mobile,5
2025-05-13,Akcesoria,49,119.12,Mobile,5
2025-08-21,Audio,26,484.77,Mobile,5
2025-01-12,Akcesoria,57,127.61,Mobile,5
2025-12-12,Akcesoria,37,243.92199999999997,Desktop,4
2025-02-15,Audio,43,737.32,Desktop,4
2025-02-03,Smartfony,18,2027.2,Mobile,5
2025-03-19,Smartfony,24,3079.91,Desktop,4
2025-08-06,Akcesoria,33,142.28,Mobile,4
2025-10-28,Laptopy,30,3412.87,Mobile,3
2025-03-14,Akcesoria,26,122.93,Mobile,3
2025-10-09,Audio,29,545.1,Mobile,5
2025-09-06,Laptopy,51,4718.83,Desktop,3
2025-02-16,Smartfony,24,3055.09,Desktop,3
2025-05-01,Akcesoria,24,158.55,Mobile,5
2025-08-02,Smartfony,26,2267.16,Mobile,4
2025-08-27,Akcesoria,33,125.41,Mobile,5
2025-02-25,Laptopy,39,3243.64,Mobile,4
2025-12-16,Akcesoria,56,171.10799999999998,Mobile,5
2025-04-17,Smartfony,34,1884.31,Mobile,5
2025-11-15,Akcesoria,57,271.586,Desktop,5
2025-02-17,Laptopy,39,3906.69,Desktop,4
2025-03-02,Akcesoria,30,142.32,Mobile,5
2025-12-03,Smartfony,35,3896.1719999999996,Desktop,2
2025-01-26,Akcesoria,43,127.31,Mobile,3
2025-10-19,Audio,31,486.12,Mobile,3
2025-09-14,Smartfony,25,2611.47,Mobile,5
2025-01-08,Smartfony,18,3004.08,Desktop,4
2025-04-23,Smartfony,28,3197.59,Desktop,4
2025-12-21,Akcesoria,56,279.31399999999996,Desktop,1
2025-09-10,Akcesoria,25,137.45,Mobile,5
2025-06-29,Akcesoria,42,162.07,Desktop,4
2025-07-26,Smartfony,19,2194.84,Mobile,5
2025-10-30,Laptopy,49,4503.1,Desktop,4
2025-05-07,Akcesoria,55,127.45,Mobile,4
2025-02-25,Laptopy,40,3562.15,Mobile,5
2025-08-02,Audio,20,531.95,Mobile,5
2025-01-14,Smartfony,26,3103.03,Desktop,3
2025-01-28,Akcesoria,45,143.36,Mobile,4
2025-03-19,Laptopy,21,4746.34,Desktop,4
2025-08-04,Laptopy,39,3761.39,Mobile,5
2025-12-31,Akcesoria,33,240.46399999999997,Desktop,4
2025-06-03,Akcesoria,39,199.72,Desktop,3
2025-01-14,Audio,49,686.07,Desktop,5
2025-07-06,Smartfony,18,2549.3,Mobile,5
2025-11-08,Smartfony,26,2633.372,Mobile,5
2025-01-07,Akcesoria,31,129.29,Mobile,5
2025-01-03,Akcesoria,49,175.04,Desktop,3
2025-04-21,Smartfony,21,2319.75,Mobile,5
2025-08-26,Smartfony,32,2465.45,Mobile,4
2025-12-29,Smartfony,25,2712.71,Mobile,5
2025-08-27,Audio,48,473.52,Mobile,5
2025-10-01,Smartfony,19,2649.52,Desktop,4
2025-10-21,Laptopy,27,4128.07,Mobile,5
2025-08-15,Smartfony,30,3074.4,Desktop,5
2025-01-15,Laptopy,43,3166.25,Mobile,5
2025-07-11,Smartfony,18,2139.23,Mobile,5
2025-04-29,Akcesoria,37,152.73,Mobile,5
2025-01-28,Smartfony,19,2180.47,Mobile,5
2025-07-21,Akcesoria,30,129.94,Mobile,5
2025-02-08,Smartfony,19,2804.68,Desktop,3
2025-09-30,Akcesoria,59,119.63,Mobile,5
2025-08-19,Audio,37,791.0,Desktop,3
2025-03-27,Akcesoria,30,160.11,Mobile,5
2025-05-06,Akcesoria,34,120.22,Mobile,4
2025-10-27,Laptopy,40,5361.98,Desktop,5
2025-01-25,Laptopy,32,3405.04,Mobile,5
2025-05-25,Akcesoria,32,143.0,Mobile,5
2025-01-13,Audio,30,624.61,Mobile,5
2025-07-31,Akcesoria,34,132.82,Mobile,4
2025-01-25,Akcesoria,41,175.08,Desktop,4
2025-03-09,Akcesoria,25,147.02,Mobile,3
2025-03-08,Laptopy,34,4356.02,Desktop,4
2025-08-21,Smartfony,20,3286.77,Desktop,4
2025-04-19,Akcesoria,43,137.14,Mobile,5
2025-05-26,Audio,30,685.33,Desktop,3
2025-04-21,Smartfony,18,2098.96,Mobile,4
2025-08-16,Akcesoria,42,159.25,Desktop,4
2025-04-21,Smartfony,18,2115.96,Mobile,5
2025-02-03,Akcesoria,33,176.04,Desktop,4
2025-04-21,Smartfony,33,1984.68,Mobile,5
2025-09-21,Laptopy,46,3581.81,Mobile,5
2025-08-24,Akcesoria,34,187.09,Desktop,2
2025-03-24,Laptopy,44,4714.61,Desktop,5
2025-02-11,Akcesoria,46,144.94,Mobile,5
2025-04-11,Akcesoria,47,122.89,Mobile,4
2025-01-06,Audio,35,780.2,Desktop,4
2025-06-29,Smartfony,26,3030.45,Desktop,2
2025-10-09,Laptopy,37,5418.1,Desktop,5
2025-11-16,Smartfony,18,5044.97,Desktop,3
2025-08-14,Audio,57,691.79,Desktop,4
2025-11-11,Audio,36,971.9639999999999,Desktop,3
2025-12-31,Akcesoria,32,183.834,Mobile,5
2025-08-17,Akcesoria,26,143.94,Mobile,5
2025-10-16,Akcesoria,27,199.89,Desktop,4
2025-05-30,Akcesoria,48,170.21,Desktop,4
2025-10-04,Smartfony,26,2345.31,Mobile,5
2025-07-17,Akcesoria,47,132.96,Mobile,3
2025-03-11,Smartfony,19,3154.53,Desktop,3
2025-04-22,Akcesoria,50,157.64,Mobile,4
2025-01-04,Akcesoria,26,131.4,Mobile,5
2025-12-16,Akcesoria,18,153.93,Mobile,4
2025-11-27,Smartfony,28,3410.372,Mobile,5
2025-11-14,Laptopy,48,4573.688,Mobile,5
2025-12-16,Smartfony,21,3099.9079999999994,Mobile,4
2025-04-05,Laptopy,33,3914.81,Mobile,4
2025-06-01,Smartfony,34,3074.35,Desktop,3
2025-11-07,Audio,25,747.4599999999999,Mobile,5
2025-05-17,Akcesoria,25,171.36,Desktop,3
2025-09-04,Laptopy,40,3640.04,Desktop,1
2025-08-31,Laptopy,43,3879.33,Mobile,5
2025-01-31,Laptopy,45,4698.82,Desktop,5
2025-02-09,Akcesoria,57,157.7,Mobile,4
2025-08-17,Akcesoria,59,185.97,Desktop,3
2025-02-05,Audio,28,507.53,Mobile,3
2025-08-11,Laptopy,57,5226.75,Desktop,4
2025-01-06,Audio,50,789.07,Desktop,5
2025-11-18,Audio,49,737.6039999999999,Mobile,4
2025-08-08,Smartfony,30,2548.41,Mobile,4
2025-03-16,Audio,46,686.68,Desktop,5
2025-01-04,Smartfony,26,3039.91,Desktop,4
2025-12-01,Akcesoria,23,200.998,Mobile,3
2025-05-14,Laptopy,43,5113.91,Desktop,4
2025-04-28,Audio,39,577.29,Mobile,4
2025-04-04,Audio,55,700.04,Desktop,4
2025-03-03,Akcesoria,54,151.41,Mobile,5
2025-07-13,Akcesoria,25,178.13,Desktop,5
2025-12-01,Laptopy,36,4721.346,Mobile,5
2025-07-22,Smartfony,29,2111.42,Mobile,5
2025-01-26,Laptopy,40,4376.0,Mobile,5
2025-06-22,Smartfony,24,2064.5,Mobile,5
2025-10-27,Akcesoria,19,154.37,Mobile,5
2025-05-13,Laptopy,46,3145.81,Mobile,5
2025-11-22,Audio,45,1048.9779999999998,Desktop,5
2025-04-28,Akcesoria,34,139.46,Mobile,3
2025-11-20,Akcesoria,23,223.04799999999997,Mobile,5
2025-10-02,Smartfony,26,2086.4,Mobile,5
2025-07-31,Audio,36,484.16,Mobile,5
2025-08-13,Audio,55,533.01,Mobile,4
2025-01-20,Laptopy,48,4265.92,Mobile,5
2025-04-23,Akcesoria,54,121.74,Mobile,5
2025-05-20,Akcesoria,21,96.17,Mobile,4
2025-02-16,Smartfony,18,2264.94,Mobile,5
2025-01-01,Akcesoria,39,149.24,Mobile,3
2025-03-31,Laptopy,34,3194.48,Mobile,4
2025-05-22,Smartfony,19,2461.98,Mobile,5
2025-11-16,Laptopy,49,6139.896,Desktop,4
2025-02-07,Smartfony,31,2213.36,Mobile,5
2025-10-20,Smartfony,18,3188.17,Desktop,1
2025-05-19,Smartfony,18,1953.13,Mobile,5
2025-12-22,Audio,57,1023.2459999999999,Desktop,1
2025-11-29,Akcesoria,45,277.508,Desktop,2
